J595036	6463909937	2247077	14	0	0	S	2246477	0	27	Small	1
J595037	6463909826	2247078	14	0	0	S	2246478	1	27	Small	1
J595038	6463901940	2247079	22	0	0	S	2246479	2	27	Small	1
J595039	6463905280	2247081	66	5	14	M	2246481	4	27	Small	10
J595040	6463910232	2247081	101	0	0	S	2246481	4	27	Accept	1
J595041	6463909828	2247082	44	0	0	S	2246482	5	27	Small	1
J595042	6463909853	2247083	36	3	49	M	2246483	6	27	Small	47
J595043	6463905382	2247086	79	0	0	S	2246486	9	27	Small	1
J595044	6463905182	2247092	52	0	0	S	2246492	15	27	Small	1
J595045	6463909830	2247092	16	0	0	S	2246492	15	27	Small	1
J595046	6463909960	2247093	65	0	0	S	2246493	16	27	Small	1
J595047	6463910096	2247100	87	11	14	M	2246500	23	27	Small	4
J595048	6463911114	2247100	627	0	0	S	2246500	23	27	Accept	1
J595049	6463910974	2247100	598	2	14	M	2246500	23	27	Accept	13
J595050	6463573597	2247109	665	0	0	S	2246509	32	27	Accept	1
J595051	6463910299	2247110	590	0	0	S	2246510	33	27	Accept	1
J595052	6463911820	2247114	17	0	0	S	2246514	37	27	Small	1
J595053	6463911667	2247128	86	8	14	M	2246528	51	27	Small	7
J595054	6463912423	2247130	171	45	97	M	2246530	53	27	Accept	53
J595055	6463911341	2247131	74	6	14	M	2246531	54	27	Small	9
J595056	6463911506	2247133	60	0	0	S	2246533	56	27	Small	1
J595057	6463911188	2247133	68	0	0	S	2246533	56	27	Small	1
J595058	6463912977	2247135	296	0	0	S	2246535	58	27	Accept	1
J595059	6463912043	2247137	86	0	0	S	2246537	60	27	Small	1
J595060	6463911752	2247137	66	0	0	S	2246537	60	27	Small	1
J595061	6463911581	2247138	88	0	0	S	2246538	61	27	Small	1
J595062	6463912132	2247138	274	0	0	S	2246538	61	27	Accept	1
J595063	6463912184	2247138	289	0	1	M	2246538	61	27	Accept	2
J595064	6463911864	2247138	75	0	0	S	2246538	61	27	Small	1
J595065	6463912381	2247145	60	10	14	M	2246545	68	27	Small	5
