J89675	6289340163	346217	17	0	0	S	345617	0	5	Small	1
J89676	6289340161	346219	41	0	0	S	345619	2	5	Small	1
J89677	6289340508	346221	351	0	0	S	345621	4	5	Accept	1
J89678	6289340777	346225	160	20	21	M	345625	8	5	Accept	2
J89679	6289340317	346226	1810	0	0	S	345626	9	5	Accept	1
J89680	6289341073	346227	152	2	37	M	345627	10	5	Accept	36
J89681	6289340458	346227	500	0	0	S	345627	10	5	Accept	1
J89682	6289340506	346227	25	0	0	S	345627	10	5	Small	1
J89683	6289340681	346229	152	0	0	S	345629	12	5	Accept	1
J89684	6289340500	346229	16	0	0	S	345629	12	5	Small	1
J89685	6289340315	346230	25	0	0	S	345630	13	5	Small	1
J89686	6289340504	346234	33	0	0	S	345634	17	5	Small	1
J89687	6289340268	346234	26	0	0	S	345634	17	5	Small	1
J89688	6289341420	346235	93	0	0	S	345635	18	5	Accept	1
J89689	6289340266	346239	1086	0	0	S	345639	22	5	Accept	1
J89690	6289341480	346239	168	0	0	S	345639	22	5	Accept	1
J89691	6289340839	346242	319	12	21	M	345642	25	5	Accept	10
J89692	6289341206	346247	365	0	0	S	345647	30	5	Accept	1
J89693	6289340206	346249	19	0	0	S	345649	32	5	Small	1
J89694	6289340758	346253	340	0	0	S	345653	36	5	Accept	1
J89695	6289342439	346267	151	14	109	M	345667	50	5	Accept	96
J89696	6289342677	346267	113	2	89	M	345667	50	5	Accept	88
J89697	6289342582	346268	5988	0	0	S	345668	51	5	Accept	1
J89698	6289343386	346270	106	0	0	S	345670	53	5	Accept	1
J89699	6289342337	346275	116	0	0	S	345675	58	5	Accept	1
J89700	6289343346	346278	111	0	0	S	345678	61	5	Accept	1
J89701	6289344149	346281	149	0	0	S	345681	64	5	Accept	1
J89702	6289344468	346281	683	120	199	M	345681	64	5	Accept	80
J89703	6289340208	346283	23	0	0	S	345683	66	5	Small	1
J89704	6289344124	346283	103	0	0	S	345683	66	5	Accept	1
J89705	6289343348	346287	45	0	0	S	345687	70	5	Small	1
J89706	6289344397	346291	730	0	0	S	345691	74	5	Accept	1
J89707	6289345645	346294	755	0	0	S	345694	77	5	Accept	1
J89708	6289346013	346300	86000	0	0	S	345700	83	5	Accept	1
J89709	6289345965	346301	86299	0	0	S	345701	84	5	Accept	1
J89710	6289345988	346307	85993	0	0	S	345707	90	5	Accept	1
J89711	6289345942	346310	86241	0	0	S	345710	93	5	Accept	1
J89712	6289346949	346330	526	111	197	M	345730	113	5	Accept	87
J89713	6289346864	346335	1047	1	1	M	345735	118	5	Accept	2
J89714	6289346785	346337	1042	0	0	S	345737	120	5	Accept	1
J89715	6289346787	346337	244	0	0	S	345737	120	5	Accept	1
J89716	6289346765	346339	23	0	0	S	345739	122	5	Small	1
J89717	6289346810	346341	576	0	0	S	345741	124	5	Accept	1
J89718	6289348108	346341	1065	0	0	S	345741	124	5	Accept	1
J89719	6289349611	346397	16	0	0	S	345797	180	5	Small	1
J89720	6289349609	346398	619	0	0	S	345798	181	5	Accept	1
J89721	6289349326	346400	170	0	0	S	345800	183	5	Accept	1
J89722	6289349362	346401	169	0	0	S	345801	184	5	Accept	1
J89723	6289349324	346404	179	0	0	S	345804	187	5	Accept	1
J89724	6289349671	346407	573	48	99	M	345807	190	5	Accept	52
J89725	6289349836	346408	637	0	0	S	345808	191	5	Accept	1
J89726	6289351010	346414	87585	3	11	M	345814	197	5	Large	9
J89727	6289351257	346422	146	84	109	M	345822	205	5	Accept	26
J89728	6289350926	346425	121	0	0	S	345825	208	5	Accept	1
J89729	6289351176	346427	122	1	1	M	345827	210	5	Accept	2
J89730	6289351008	346431	132	0	0	S	345831	214	5	Accept	1
J89731	6289352419	346432	71	0	0	S	345832	215	5	Small	1
J89732	6289352474	346432	71	0	1	M	345832	215	5	Small	2
J89733	6289352549	346432	68	5	8	M	345832	215	5	Small	4
J89734	6289352686	346436	95	0	0	S	345836	219	5	Accept	1
J89735	6289351430	346437	96	4	197	M	345837	220	5	Accept	194
J89736	6289351685	346437	122	3	89	M	345837	220	5	Accept	87
